date,oil_price,gas_price,oilrig_count,gasrig_count,totalrig_count,onshore_count,offshore_count,totalwell_count,oilwell_count,gaswell_count,oilimports_amount_x,oilimports_amount_y,oilexports_amount_x,oilexports_amount_y,oilproduction_amount_x,oilproduction_amount_y,oilconsumption_amount_x,oilconsumption_amount_y,oilstorage_amount_x,oilstorage_amount_y,oilstoragechange_amount,oildaysofsupply,gasimports_amount,gasexports_amount,gasproduction_amount,gasconsumption_amount,gasstorage_amount,uspopulation,usemissions
2020-09-09,38.05,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-08,36.87,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-04,39.69,1.8,,,,,,,,,,7615.0,,7186.0,,10000.0,,18678.0,,1148294.0,,35.8,,,,,,,
2020-09-03,41.39,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-02,42.76,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-01,42.76,2.22,181.0,73.0,257.0,242.0,15.0,,,,7558.333,,8314.571,,10868.058,,18414.83,,1139.91,,-12019.0,,174.225,395.424,218.979,2171.842,8228.769,,
2020-08-31,42.61,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-28,42.96,2.46,,,,,,,,,,6520.0,,8071.0,,9700.0,,16979.0,,1146566.0,,34.5,,,,,,,
2020-08-27,42.88,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-26,43.21,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-25,43.17,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-24,42.44,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-21,42.32,2.39,,,,,,,,,,8048.0,,7882.0,,10800.0,,19619.0,,1157228.0,,34.7,,,,,,,
2020-08-20,42.62,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-19,42.91,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-18,42.89,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-17,42.89,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-14,42.05,2.23,,,,,,,,,,7081.0,,7790.0,,10700.0,,17159.0,,1163680.0,,35.1,,,,,,,
2020-08-13,42.26,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-12,42.6,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-11,41.53,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-10,41.94,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-07,41.16,2.15,,,,,,,,,,7923.0,,7805.0,,10700.0,,19369.0,,1167983.0,,35.4,,,,,,,
2020-08-06,41.93,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-05,42.25,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-04,41.67,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-03,40.83,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-31,40.1,1.83,,,,,,,,,,8260.0,,8078.0,,11000.0,,17912.0,,1174737.0,,35.9,,,,,,,
2020-07-30,39.85,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-29,41.13,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-28,40.89,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-27,41.46,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-24,41.23,1.77,,,,,,,,,,7255.0,,7290.0,,11100.0,,19094.0,,1182116.0,,36.6,,,,,,,
2020-07-23,40.99,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-22,41.88,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-21,41.76,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-20,40.83,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-17,40.55,1.79,,,,,,,,,,7863.0,,7893.0,,11100.0,,17654.0,,1192727.0,,37.7,,,,,,,
2020-07-16,40.74,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-15,41.2,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-14,40.3,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-13,40.06,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-10,40.56,1.79,,,,,,,,,,7300.0,,7375.0,,11000.0,,18480.0,,1187837.0,,37.6,,,,,,,
2020-07-09,39.64,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-08,40.91,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,40.59,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,40.51,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-03,40.57,0.0,,,,,,,,,,9631.0,,7604.0,,11000.0,,18120.0,,1195204.0,,38.6,,,,,,,
2020-07-02,40.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,39.88,1.69,181.0,72.0,255.0,243.0,12.0,,,,7845.645,,8484.723,,10956.484,,18381.073,,1176.264,,-12416.0,,210.419,349.167,226.767,2489.307,7683.812,,
2020-06-30,39.27,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-29,39.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-26,38.53,1.42,,,,,,,,,,7906.0,,7836.0,,11000.0,,17353.0,,1188940.0,,38.8,,,,,,,
2020-06-25,38.66,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-24,37.91,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-23,40.4,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-22,40.6,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-19,39.72,1.49,,,,,,,,,,8737.0,,7786.0,,11000.0,,18348.0,,1194443.0,,39.9,,,,,,,
2020-06-18,38.79,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-17,37.91,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-16,38.26,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-15,37.07,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-12,36.24,1.67,,,,,,,,,,8294.0,,6815.0,,10500.0,,17290.0,,1191010.0,,40.4,,,,,,,
2020-06-11,36.43,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-10,39.54,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-09,38.98,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-08,38.17,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-05,39.49,1.8,,,,,,,,,,8923.0,,7057.0,,11100.0,,17573.0,,1188064.0,,40.9,,,,,,,
2020-06-04,37.42,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-03,37.33,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-02,36.88,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01,35.49,1.59,196.0,76.0,274.0,262.0,12.0,,,,8367.633,,7608.047,,10419.768,,17578.061,,1188.68,,18761.0,,187.478,338.486,215.634,2130.675,7522.519,,
2020-05-29,35.57,1.7,,,,,,,,,,8014.0,,7220.0,,11200.0,,15066.0,,1180124.0,,41.3,,,,,,,
2020-05-28,33.67,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,32.8,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-26,34.7,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-22,33.49,1.7,,,,,,,,,,8755.0,,7523.0,,11400.0,,15958.0,,1178181.0,,41.7,,,,,,,
2020-05-21,34.3,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-20,33.56,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-19,32.3,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-18,31.83,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-15,29.44,1.66,,,,,,,,,,7307.0,,6919.0,,11500.0,,16586.0,,1168142.0,,41.3,,,,,,,
2020-05-14,27.4,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-13,25.37,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-12,25.76,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-11,24.02,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-08,24.73,1.74,,,,,,,,,,7181.0,,7459.0,,11600.0,,16814.0,,1171242.0,,42.0,,,,,,,
2020-05-07,23.68,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-06,23.88,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-05,24.56,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-04,20.47,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-01,19.72,1.69,267.0,79.0,348.0,335.0,13.0,,,,7762.065,7476.0,7111.696,7874.0,9711.117,11900.0,16078.185,15354.0,1169.919,1170054.0,3058.0,41.9,186.518,395.472,219.689,2067.048,7164.234,,
2020-04-30,19.23,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-29,15.04,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-28,12.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-27,12.17,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-24,15.99,1.81,,,,,,,,,,7110.0,,8676.0,,12100.0,,15763.0,,1163748.0,,41.0,,,,,,,
2020-04-23,15.06,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-22,13.64,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21,8.91,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-20,-36.98,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-17,18.31,1.71,,,,,,,,,,6446.0,,8028.0,,12200.0,,14103.0,,1153607.0,,38.7,,,,,,,
2020-04-16,19.82,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-15,19.96,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14,20.15,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13,22.36,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09,22.9,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-08,24.97,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07,23.54,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06,26.21,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-03,28.36,1.5,,,,,,,,,,7943.0,,8362.0,,12400.0,,14437.0,,1119337.0,,32.2,,,,,,,
2020-04-02,25.18,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,20.28,1.69,471.0,93.0,565.0,548.0,18.0,,,,7240.667,,8353.106,,11911.472,,14548.505,,1166.861,,48553.0,,190.049,420.767,226.054,2240.544,6716.451,,
2020-03-31,20.51,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,14.1,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,15.48,1.7,,,,,,,,,,8255.0,,8451.0,,13000.0,,17852.0,,1104160.0,,30.1,,,,,,,
2020-03-26,16.6,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25,20.75,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24,21.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,23.33,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,19.48,1.76,,,,,,,,,,8132.0,,9479.0,,13000.0,,19420.0,,1090327.0,,28.9,,,,,,,
2020-03-19,25.09,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,20.48,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,26.96,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,28.96,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,31.72,1.94,,,,,,,,,,8967.0,,9847.0,,13100.0,,21456.0,,1088704.0,,28.7,,,,,,,
2020-03-12,31.56,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,33.13,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,34.47,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,31.05,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-06,41.14,1.76,,,,,,,,,,8711.0,,9050.0,,13000.0,,21875.0,,1086750.0,,28.4,,,,,,,
2020-03-05,45.9,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04,46.78,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-03,47.27,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-02,46.78,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-28,44.83,1.79,,,,,,,,,,8209.0,,9731.0,,13100.0,,21265.0,,1079086.0,,27.8,,,,,,,
2020-02-27,47.17,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26,48.67,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-25,49.78,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-24,51.36,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-21,53.36,1.96,,,,,,,,,,7903.0,,9197.0,,13000.0,,19870.0,,1078302.0,,27.6,,,,,,,
2020-02-20,53.77,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-19,53.31,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-18,52.1,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-17,52.03,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-14,52.03,1.93,,,,,,,,,,8083.0,,9290.0,,13000.0,,19602.0,,1077850.0,,27.6,,,,,,,
2020-02-13,51.41,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-12,51.13,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11,50.0,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10,49.59,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-07,50.34,1.93,,,,,,,,,,8723.0,,8328.0,,13000.0,,20965.0,,1077435.0,,27.3,,,,,,,
2020-02-06,50.94,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-05,50.87,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04,49.59,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-03,50.06,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31,51.58,1.91,,,,,,,,,,9203.0,,9153.0,,12900.0,,20810.0,,1069976.0,,26.5,,,,,,,
2020-01-30,52.19,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29,53.29,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-28,53.33,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-27,53.09,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-24,54.09,1.91,,,,,,,,,,8508.0,,9360.0,,13000.0,,19598.0,,1066621.0,,25.9,,,,,,,
2020-01-23,55.51,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-22,56.76,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-21,58.25,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-17,58.55,2.07,,,,,,,,,,8801.0,,8786.0,,13000.0,,21474.0,,1063073.0,,25.2,,,,,,,
2020-01-16,58.52,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-15,57.86,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-14,58.34,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-13,58.17,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-10,59.02,2.05,,,,,,,,,,8370.0,,8296.0,,13000.0,,19047.0,,1063478.0,,25.2,,,,,,,
2020-01-09,59.56,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-08,59.65,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07,62.7,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-06,63.27,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,63.0,2.06,,,,,,,,,,8843.0,,8233.0,,12900.0,,19366.0,,1066027.0,,25.5,,,,,,,
2020-01-02,61.17,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-01,61.14,2.09,671.0,118.0,791.0,770.0,21.0,,,,8579.613,,9228.227,,12784.809,,19933.39,,1075.22,,7481.0,,262.08,510.444,239.74,3299.777,6996.576,,
2019-12-31,61.14,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-30,61.66,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-27,61.76,1.75,,,,,,,,,,8404.0,,10134.0,,12900.0,,19955.0,,1064863.0,,25.5,,,,,,,
2019-12-26,61.72,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-25,61.17,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-24,61.17,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23,60.51,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-20,60.43,2.27,,,,,,,,,,8718.0,,9126.0,,12900.0,,21351.0,,1076326.0,,26.4,,,,,,,
2019-12-19,61.3,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-18,60.93,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-17,60.88,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-16,60.21,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-13,60.11,2.28,,,,,,,,,,9373.0,,8602.0,,12800.0,,21810.0,,1081800.0,,27.0,,,,,,,
2019-12-12,59.18,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-11,58.74,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-10,59.22,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-09,58.99,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-06,59.2,2.31,,,,,,,,,,9085.0,,8937.0,,12800.0,,18368.0,,1082886.0,,27.1,,,,,,,
2019-12-05,58.42,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-04,58.46,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-03,56.15,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-02,55.97,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-29,58.12,2.46,,,,,,,,,,8351.0,,8413.0,,12900.0,,21108.0,,1082262.0,,27.3,,,,,,,
2019-11-27,58.12,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-26,58.25,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-25,57.79,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-22,57.68,2.62,,,,,,,,,,8798.0,,8685.0,,12900.0,,21128.0,,1088122.0,,28.1,,,,,,,
2019-11-21,58.36,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-20,56.71,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-19,54.93,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-18,56.82,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-15,57.54,2.7,,,,,,,,,,8101.0,,8411.0,,12800.0,,21275.0,,1087917.0,,28.1,,,,,,,
2019-11-14,56.57,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-13,56.88,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-12,56.67,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-11,56.61,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-08,57.02,2.87,,,,,,,,,,8166.0,,7727.0,,12800.0,,21515.0,,1088510.0,,28.3,,,,,,,
2019-11-07,56.91,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-06,56.15,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-05,57.04,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-04,56.33,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-01,56.04,2.54,678.0,130.0,810.0,788.0,22.0,,,,8103.2,8463.0,8741.263,7024.0,12966.121,12600.0,20736.154,21077.0,1080.854,1087734.0,-3666.0,28.3,223.765,441.944,219.084,2783.754,7990.012,,
2019-10-31,54.02,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-30,54.85,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-29,55.34,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-28,55.6,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-25,56.52,2.26,,,,,,,,,,9201.0,,8428.0,,12600.0,,21644.0,,1080505.0,,27.9,,,,,,,
2019-10-24,56.11,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-23,55.9,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-22,54.21,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-21,53.28,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-18,53.75,2.08,,,,,,,,,,7998.0,,8619.0,,12600.0,,21171.0,,1075501.0,,27.5,,,,,,,
2019-10-17,53.89,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-16,53.42,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-15,52.81,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-14,53.57,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-11,54.76,2.13,,,,,,,,,,8202.0,,8233.0,,12600.0,,20938.0,,1078199.0,,27.3,,,,,,,
2019-10-10,53.57,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-09,52.63,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-08,52.64,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-07,52.76,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-04,52.84,2.25,,,,,,,,,,8590.0,,8620.0,,12600.0,,21412.0,,1070187.0,,26.2,,,,,,,
2019-10-03,52.41,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-02,52.67,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-01,53.6,2.36,708.0,139.0,848.0,825.0,23.0,,,,8599.194,,9039.354,,12770.961,,20713.986,,1084.52,,14088.0,,210.537,425.775,222.734,2306.544,8140.781,,
2019-09-30,54.09,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-27,55.95,2.41,,,,,,,,,,8274.0,,7788.0,,12400.0,,20762.0,,1067460.0,,25.3,,,,,,,
2019-09-26,56.24,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-25,56.38,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-24,57.22,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-23,58.69,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-20,57.92,2.34,,,,,,,,,,8788.0,,8095.0,,12500.0,,21199.0,,1064356.0,,24.6,,,,,,,
2019-09-19,58.19,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-18,58.19,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-17,59.26,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-16,63.1,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-13,54.76,2.61,,,,,,,,,,8909.0,,8725.0,,12400.0,,20278.0,,1061944.0,,24.2,,,,,,,
2019-09-12,55.13,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-11,55.66,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-10,57.37,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-09,57.88,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-06,56.45,2.49,,,,,,,,,,8541.0,,7921.0,,12400.0,,21426.0,,1060886.0,,23.8,,,,,,,
2019-09-05,56.33,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-04,56.22,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-03,53.91,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-02,55.07,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-30,55.07,2.33,,,,,,,,,,9165.0,,8384.0,,12400.0,,21627.0,,1067798.0,,24.2,,,,,,,
2019-08-29,56.67,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-28,55.76,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-27,54.99,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-26,53.54,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-23,54.08,2.15,,,,,,,,,,8574.0,,8332.0,,12500.0,,22225.0,,1072569.0,,24.4,,,,,,,
2019-08-22,55.33,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-21,55.65,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-20,56.18,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-19,56.24,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-16,54.83,2.2,,,,,,,,,,9441.0,,8088.0,,12300.0,,21004.0,,1082596.0,,25.1,,,,,,,
2019-08-15,54.51,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-14,55.16,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-13,57.05,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-12,54.98,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-09,54.41,2.09,,,,,,,,,,10358.0,,7736.0,,12300.0,,22055.0,,1085328.0,,25.5,,,,,,,
2019-08-08,52.6,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-07,51.14,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-06,53.6,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-05,54.63,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-02,55.67,2.12,,,,,,,,,,9764.0,,6919.0,,12300.0,,21484.0,,1083748.0,,25.4,,,,,,,
