date,oil_price,gas_price,oilrig_count,gasrig_count,totalrig_count,onshore_count,offshore_count,totalwell_count,oilwell_count,gaswell_count,oilimports_amount_x,oilimports_amount_y,oilexports_amount_x,oilexports_amount_y,oilproduction_amount_x,oilproduction_amount_y,oilconsumption_amount_x,oilconsumption_amount_y,oilstorage_amount_x,oilstorage_amount_y,oilstoragechange_amount,oildaysofsupply,gasimports_amount,gasexports_amount,gasproduction_amount,gasconsumption_amount,gasstorage_amount,uspopulation,usemissions
2015-08-21,40.45,2.7,,,,,,,,,,9247.0,,4172.0,,9337.0,,19422.0,,1114123.0,,24.8,,,,,,,
2015-08-20,41.0,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-19,40.75,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-18,42.58,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-17,41.93,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14,42.45,2.83,,,,,,,,,,10652.0,,4460.0,,9348.0,,21375.0,,1119575.0,,25.1,,,,,,,
2015-08-13,42.27,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-12,43.22,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-11,43.11,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-10,44.94,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07,43.87,2.76,,,,,,,,,,9917.0,,4460.0,,9395.0,,20077.0,,1116956.0,,24.9,,,,,,,
2015-08-06,44.69,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-05,45.13,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-04,45.75,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-03,45.25,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-31,47.11,2.76,,,,,,,,,,9107.0,,4460.0,,9465.0,,20185.0,,1118360.0,,25.1,,,,,,,
2015-07-30,48.53,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-29,48.77,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-28,47.97,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-27,47.17,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-24,47.98,2.92,,,,,,,,,,9711.0,,4312.0,,9413.0,,20246.0,,1122767.0,,25.5,,,,,,,
2015-07-23,48.11,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22,49.27,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-21,50.59,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-20,50.11,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-17,50.88,2.88,,,,,,,,,,10200.0,,4312.0,,9558.0,,21007.0,,1126971.0,,25.8,,,,,,,
2015-07-16,50.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-15,51.4,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-14,53.05,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-13,52.19,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-10,52.74,2.7,,,,,,,,,,9453.0,,4312.0,,9562.0,,19840.0,,1123990.0,,25.8,,,,,,,
2015-07-09,52.76,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-08,51.61,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-07,52.33,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-06,52.48,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-02,56.93,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,56.94,2.78,649.0,216.0,866.0,835.0,31.0,,,,9571.355,,4960.472,,9445.594,,20118.767,,1119.943,,-12758.0,,216.973,143.82,145.008,2067.714,7304.71,,
2015-06-30,59.48,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-29,58.34,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-26,59.41,2.77,,,,,,,,,,10067.0,,4312.0,,9595.0,,19723.0,,1126915.0,,26.3,,,,,,,
2015-06-25,59.59,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-24,60.01,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-23,61.05,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-22,60.01,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-19,59.62,2.81,,,,,,,,,,8865.0,,4312.0,,9604.0,,20668.0,,1124131.0,,26.2,,,,,,,
2015-06-18,60.41,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-17,59.89,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-16,60.01,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-15,59.53,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-12,59.96,2.88,,,,,,,,,,9372.0,,3794.0,,9589.0,,19971.0,,1128715.0,,26.5,,,,,,,
2015-06-11,60.74,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-10,61.36,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-09,60.15,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-08,58.15,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-05,59.11,2.6,,,,,,,,,,8527.0,,3794.0,,9610.0,,19802.0,,1130792.0,,26.7,,,,,,,
2015-06-04,58.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-03,59.67,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-02,61.3,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,60.24,2.78,634.0,224.0,861.0,833.0,28.0,,,,9604.633,,4656.568,,9358.242,,19846.323,,1132.701,,-8605.0,,206.273,138.179,139.887,1899.906,7021.808,,
2015-05-29,60.25,2.78,,,,,,,,,,9105.0,,3794.0,,9586.0,,18867.0,,1136810.0,,27.3,,,,,,,
2015-05-28,57.69,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-27,57.51,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-26,57.29,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-22,58.88,2.96,,,,,,,,,,8869.0,,3794.0,,9566.0,,19971.0,,1138259.0,,27.5,,,,,,,
2015-05-21,60.18,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-20,58.96,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-19,57.3,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-18,59.44,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-15,59.73,2.96,,,,,,,,,,9427.0,,3983.0,,9262.0,,20292.0,,1140474.0,,27.8,,,,,,,
2015-05-14,59.89,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-13,60.5,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-12,60.72,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-11,59.23,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-08,59.41,2.78,,,,,,,,,,9271.0,,3983.0,,9374.0,,20654.0,,1142835.0,,28.1,,,,,,,
2015-05-07,58.99,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-06,60.93,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-05,60.38,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-04,58.92,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-01,59.1,2.68,662.0,223.0,889.0,857.0,32.0,,,,9502.258,8076.0,4852.77,3983.0,9473.642,9369.0,19322.278,18224.0,1141.306,1145027.0,-2354.0,28.1,204.348,134.274,144.887,1858.149,6658.247,,
2015-04-30,59.62,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-29,58.55,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-28,57.05,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-27,55.56,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-24,55.98,2.59,,,,,,,,,,9976.0,,3983.0,,9373.0,,19600.0,,1149129.0,,28.5,,,,,,,
2015-04-23,56.59,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-22,56.17,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-21,55.58,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-20,56.37,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-17,55.71,2.67,,,,,,,,,,9941.0,,4260.0,,9366.0,,19145.0,,1147221.0,,28.6,,,,,,,
2015-04-16,56.69,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-15,56.25,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-14,53.3,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-13,51.95,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-10,51.63,2.58,,,,,,,,,,9238.0,,4260.0,,9384.0,,18995.0,,1141906.0,,28.5,,,,,,,
2015-04-09,50.79,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-08,50.44,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-07,53.95,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-06,52.08,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-02,49.13,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-01,50.12,2.62,750.0,222.0,976.0,943.0,33.0,,,,9373.867,,4937.633,,9657.844,,19260.905,,1143.66,,9510.0,,205.12,130.328,142.261,2007.922,6162.227,,
2015-03-31,47.72,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-30,48.66,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-27,48.83,2.89,,,,,,,,,,9178.0,,4260.0,,9386.0,,19481.0,,1128935.0,,28.3,,,,,,,
2015-03-26,51.41,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-25,48.75,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-24,47.03,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-23,47.4,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-20,46.0,2.86,,,,,,,,,,9216.0,,4260.0,,9422.0,,18712.0,,1124169.0,,28.2,,,,,,,
2015-03-19,44.02,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-18,44.63,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-17,43.39,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-16,43.93,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-13,44.88,2.72,,,,,,,,,,9730.0,,4427.0,,9419.0,,19530.0,,1116000.0,,27.8,,,,,,,
2015-03-12,47.12,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-11,48.06,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-10,48.42,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-09,49.95,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-06,49.61,2.89,,,,,,,,,,8344.0,,4427.0,,9366.0,,18617.0,,1106378.0,,27.2,,,,,,,
2015-03-05,50.76,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-04,51.53,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-03,50.43,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-02,49.59,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-27,49.84,2.79,,,,,,,,,,9395.0,,4427.0,,9324.0,,19658.0,,1101201.0,,26.7,,,,,,,
2015-02-26,47.65,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-25,50.25,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-24,48.48,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-23,49.56,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-20,49.95,3.02,,,,,,,,,,9563.0,,4427.0,,9285.0,,19813.0,,1090898.0,,25.9,,,,,,,
2015-02-19,51.12,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-18,52.13,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-17,53.56,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-13,52.66,2.75,,,,,,,,,,9047.0,,4092.0,,9280.0,,20399.0,,1082471.0,,25.3,,,,,,,
2015-02-12,51.17,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-11,48.8,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-10,50.06,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-09,52.99,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-06,51.66,2.66,,,,,,,,,,9198.0,,4092.0,,9226.0,,19651.0,,1074756.0,,25.1,,,,,,,
2015-02-05,50.48,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-04,48.45,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-03,53.04,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-02,49.25,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-30,47.79,2.88,,,,,,,,,,9463.0,,4092.0,,9177.0,,18619.0,,1070430.0,,24.6,,,,,,,
2015-01-29,44.12,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-28,44.08,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-27,45.84,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-26,44.8,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-23,45.26,2.96,,,,,,,,,,9841.0,,4092.0,,9213.0,,20515.0,,1064097.0,,23.9,,,,,,,
2015-01-22,45.93,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-21,47.85,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-20,46.79,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-16,48.49,3.11,,,,,,,,,,9367.0,,3759.0,,9186.0,,20246.0,,1055224.0,,22.9,,,,,,,
2015-01-15,46.37,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-14,48.49,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-13,45.92,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-12,46.06,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-09,48.35,2.96,,,,,,,,,,9396.0,,3759.0,,9192.0,,19257.0,,1045154.0,,21.8,,,,,,,
2015-01-08,48.8,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-07,48.69,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-06,47.98,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-05,50.05,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-02,52.72,3.01,,,,,,,,,,9520.0,,3759.0,,9132.0,,19353.0,,1039767.0,,21.3,,,,,,,
2014-12-31,53.45,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-30,54.14,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-29,53.46,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-26,54.59,2.74,,,,,,,,,,9144.0,,3759.0,,9121.0,,19939.0,,1043942.0,,21.5,,,,,,,
2014-12-24,55.7,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-23,56.78,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-22,55.25,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-19,56.91,3.71,,,,,,,,,,10718.0,,3759.0,,9127.0,,21037.0,,1045696.0,,21.6,,,,,,,
2014-12-18,54.18,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,56.43,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,55.97,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-15,55.96,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-12,57.81,3.91,,,,,,,,,,9445.0,,3778.0,,9137.0,,20465.0,,1038429.0,,21.3,,,,,,,
2014-12-11,60.01,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-10,60.99,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-09,63.74,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-08,63.13,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-05,65.89,3.42,,,,,,,,,,9218.0,,3778.0,,9118.0,,19454.0,,1039276.0,,21.5,,,,,,,
2014-12-04,66.73,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-03,67.3,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-02,66.99,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-01,68.98,4.3,1539.0,342.0,1882.0,1824.0,59.0,,,,9402.032,,4891.936,,9563.859,,19493.875,,1051.824,,4132.0,,253.736,136.982,140.956,2679.165,7506.012,,
2014-11-28,65.94,4.3,,,,,,,,,,9060.0,,3778.0,,9083.0,,19831.0,,1037980.0,,21.7,,,,,,,
2014-11-26,73.7,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-25,74.04,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-24,75.74,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-21,76.52,4.32,,,,,,,,,,8976.0,,3778.0,,9077.0,,20480.0,,1041670.0,,22.2,,,,,,,
2014-11-20,75.63,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-19,74.55,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,74.55,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-17,75.64,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-14,75.91,4.05,,,,,,,,,,9203.0,,4018.0,,9004.0,,19702.0,,1039724.0,,22.4,,,,,,,
2014-11-13,74.13,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-12,77.16,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-11,77.85,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-10,77.43,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-07,78.71,3.92,,,,,,,,,,8649.0,,4018.0,,9063.0,,19844.0,,1037116.0,,22.5,,,,,,,
2014-11-06,77.87,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-05,78.71,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,77.15,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-03,78.77,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-31,80.53,3.82,,,,,,,,,,8607.0,,4018.0,,8972.0,,19607.0,,1039902.0,,22.8,,,,,,,
2014-10-30,81.06,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-29,82.25,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,81.36,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-27,81.26,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-24,81.27,3.53,,,,,,,,,,8768.0,,4018.0,,8970.0,,20061.0,,1039442.0,,22.8,,,,,,,
2014-10-23,82.81,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-22,80.52,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-21,83.25,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-20,82.76,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-17,82.8,3.73,,,,,,,,,,8747.0,,3974.0,,8934.0,,18645.0,,1037382.0,,22.4,,,,,,,
2014-10-16,82.33,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-15,81.82,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-14,81.72,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-13,85.73,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-10,85.87,3.86,,,,,,,,,,9113.0,,3974.0,,8951.0,,19595.0,,1030271.0,,21.6,,,,,,,
2014-10-09,85.76,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-08,87.29,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-07,88.89,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-06,90.33,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-03,89.76,3.94,,,,,,,,,,9197.0,,3974.0,,8875.0,,19019.0,,1021349.0,,20.7,,,,,,,
2014-09-29,94.53,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-26,95.55,3.89,,,,,,,,,,8550.0,,3974.0,,8837.0,,19400.0,,1016435.0,,20.2,,,,,,,
2014-09-25,93.59,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-24,93.6,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,91.55,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-22,91.46,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-19,92.43,3.99,,,,,,,,,,8504.0,,3721.0,,8867.0,,19177.0,,1017800.0,,20.0,,,,,,,
2014-09-18,93.07,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-17,94.33,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-16,94.91,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-15,92.86,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-12,92.18,3.82,,,,,,,,,,9614.0,,3721.0,,8838.0,,19749.0,,1022073.0,,20.2,,,,,,,
2014-09-11,92.89,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-10,91.71,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-09,92.73,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,92.64,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-05,93.32,3.86,,,,,,,,,,9259.0,,3721.0,,8590.0,,18596.0,,1018400.0,,19.9,,,,,,,
2014-09-04,94.51,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-03,95.5,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-02,92.92,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-29,97.86,4.04,,,,,,,,,,9651.0,,3721.0,,8630.0,,19955.0,,1019091.0,,20.0,,,,,,,
2014-08-28,96.44,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-27,95.82,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-26,95.78,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-25,95.39,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-22,93.61,3.88,,,,,,,,,,8881.0,,3721.0,,8631.0,,19183.0,,1019996.0,,20.1,,,,,,,
2014-08-21,93.97,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-20,96.4,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-19,94.35,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-18,96.44,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-15,97.3,3.8,,,,,,,,,,9737.0,,3807.0,,8577.0,,19885.0,,1022066.0,,20.2,,,,,,,
2014-08-14,95.54,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-13,97.57,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-12,97.36,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-11,98.09,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-08,97.61,3.94,,,,,,,,,,9763.0,,3807.0,,8556.0,,19825.0,,1026540.0,,20.4,,,,,,,
2014-08-07,97.34,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-06,96.93,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-05,97.34,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-04,98.26,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-01,97.86,3.77,1578.0,324.0,1904.0,1842.0,62.0,,,,9318.645,8862.0,4457.237,3807.0,8929.45,8453.0,19371.8,20335.0,1022.048,1025139.0,-7661.0,20.2,206.554,115.376,139.439,1933.061,7134.689,,
2014-07-31,98.23,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-30,104.29,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-29,104.91,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-28,105.68,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-25,105.23,3.86,,,,,,,,,,9419.0,,3807.0,,8443.0,,19607.0,,1026603.0,,20.3,,,,,,,
2014-07-24,102.76,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-23,103.81,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-22,104.59,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-21,105.34,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-18,103.83,4.08,,,,,,,,,,9195.0,,3392.0,,8565.0,,19311.0,,1030300.0,,20.7,,,,,,,
2014-07-17,103.84,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-16,101.88,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-15,100.56,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-14,101.73,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-11,101.48,4.13,,,,,,,,,,9102.0,,3392.0,,8592.0,,19277.0,,1034269.0,,21.2,,,,,,,
2014-07-10,103.61,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-09,102.93,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-08,104.06,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-07,104.19,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-03,104.76,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-02,105.18,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
